index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
397,4310769.0,"S&T Telephone Cooperative Association, Inc.",785-694-2256,320 Kansas Avenue PO Box 99 Brewster KS 67732,320 Kansas Ave Brewster KS 67732,Complete STIR/SHAKEN Implementation
398,8460081.0,S & T Communications LLC,785-694-2256,P.O. BOX 99 320 KANSAS AVE BREWSTER KS 67732,320 Kansas Brewster KS 67732,Complete STIR/SHAKEN Implementation
399,28560878.0,Tychron Corporation,'+1 302 842 8276,1201 N Orange Street Suite #7456 Wilmington DE 19801,1201 N Orange Street Wilmington DE 19801,Complete STIR/SHAKEN Implementation
400,1779594.0,City of Williamstown,8598243633,400 N Main P.O. Box 147 Williamstown KY 41097,400 North Main Street Williamstown KY 41097 KY,Complete STIR/SHAKEN Implementation
401,24904963.0,Belgacom International Carrier Services SA,'+3225475184,"Boulevard Roi Albert II 27  1030 Brussels, Belgium","Boulevard Roi Albert II 27, Belgium Brussels, Belgium",Complete STIR/SHAKEN Implementation
402,1573427.0,Matanuska Telecom Association Inc.,907-761-2459,1740 S. Chugach St. Palmer AK 99645,1740 S CHUGACH ST PALMER AK 99645,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
403,1646454.0,"3 Rivers Telephone Cooperative, Inc. d/b/a 3 Rivers Communications",(406) 467-2535,PO Box 429 202 5th Street South Fairfield MT 59436,PO Box 429 Fairfield MT 59436,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
404,4269528.0,Miller Telephone Company,304-983-8642,213 E. Main PO Box 7 Miller MO 65707,1449 Fairmont Road Morgantown WV 26501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
405,9281262.0,"Communications Plus, Inc.",304-983-8642,1449 Fairmont Road Morgantown WV 26501,1449 Fairmont Rd Morgantown WV 26501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
406,25772484.0,ZendaTelephone Company Inc,304-983-8642,208 N Main Street Zenda KS 67159,1449 Fairmont Rd Morgantown WV 26501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
407,18930487.0,The Flat Planet Phone Company Inc.,212-796-0900,123 Doughty Blvd Inwood NY 11096,123 Doughty Blvd Inwood NY 11096,Complete STIR/SHAKEN Implementation
408,2594976.0,Lone Rock Cooperative Telephone Company,515-925-3271,215 Maine Street P.O. Box: 278 Lone Rock IA 50559,215 Maine Street Lone Rock IA 50559,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
409,2719458.0,Clear Lake Telephone Co Inc,715-263-2755,316 Third Ave PO Box 47 Clear Lake WI 54005,316 Third Ave Clear Lake WI 54005,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
410,25511643.0,"Computer Technology Solutions, Inc.",305.474.2999,4980 NW 165th Street Miami Gardens FL 33014,4980 NW 165th Street Miami Gardens FL 33014,Complete STIR/SHAKEN Implementation
411,19512201.0,Tongue River Communications,307-655-9011,PO Box 759 Ranchester WY 82839,620 Betty Street PO Box 759 Ranchester WY 82839,Complete STIR/SHAKEN Implementation
412,6682983.0,"Pathwayz Communications, Inc.",806-350-9122,4176 Canyon Dr Amarillo TX 79109,4176 Canyon Dr Amarillo TX 79109,Complete STIR/SHAKEN Implementation
413,27249515.0,Advanced Communications L.L.C,813-805-8963,405 S Dale mabry hwy suite 325 Tampa FL 33609,2211 E 7th ave Tampa FL 33605,Complete STIR/SHAKEN Implementation
414,3936994.0,WASHINGTON COUNTY RURAL TELEPHONE COOPERATIVE INC,812-967-5501,105 E. Railroad St. PEKIN IN 47165,105 E. Railroad St. PEKIN IN 47165,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
415,3732609.0,Chickasaw Telephone Company,580-622-0224,P.O. Box 460 Sulphur OK 73086,P.O. Box 460 Sulphur OK 73086,Complete STIR/SHAKEN Implementation
416,30548879.0,Duratel LLC,3104027015,9393 N 90th St Suite 102-525 Scottsdale AZ 85258,9393 N 90th St Scottsdale AZ 85258,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
417,4328118.0,"Chickasaw Telecommunications Services, Inc.",580-622-0224,P O Box 460 124 W Vinita Sulphur OK 73086,P O Box 460 Sulphur OK 73086,Complete STIR/SHAKEN Implementation
418,3758109.0,Van Horne Cooperative Telephone Company,319-442-3241,204 Main St. PO Box 96 Van Horne IA 52346,86 Main St Keystone IA 52249,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
419,13866488.0,"KINEX TELECOM, INC.",434-392-4804,717 EAST THIRD STREET PO BOX 562 FARMVILLE VA 23901,717 EAST THIRD STREET FARMVILLE VA 23901,Complete STIR/SHAKEN Implementation
420,20594073.0,Rhode Island Telephone Inc,401-347-2820,175 Metro Center Blvd. Unit 10 Warwich RI 02886,175 Metro Center Blvd. Warwick RI 02886,Complete STIR/SHAKEN Implementation
421,26524249.0,"Syndeo, LLC",(818) 435-1106,9221 Corbin Avenue Suite 260 Northridge CA 91324,9221 Corbin Avenue Northridge CA 91324,Complete STIR/SHAKEN Implementation
422,22837033.0,Kloud 7 LLC,2512812546,578 Azalea Road Suite - 121 Mobile AL 36609,578 Azalea Road Suite - 121 Mobile AL 36609,Complete STIR/SHAKEN Implementation
423,4981114.0,Springport Telephone Company,5178573100,137 E. Main St. PO Box 208 Springport MI 49284,400 E. Main St. PO Box 208 Springport MI 49284,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
424,27323542.0,"Telecom Evolutions, LLC",818-264-4400,9221 Corbin Avenue Suite 260 Northridge CA 91324,9221 Corbin Avenue Northridge CA 91324,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
425,15303233.0,"LiveVox, Inc",408-420-9236,221 River St 10th & 11th floors Hoboken NJ 07030,"315 Montgomery St, 11th floor San Francisco CA 94111",Complete STIR/SHAKEN Implementation
426,8616757.0,DayStarr LLC dba DayStarr Communications,'+1 989 720 6000,P.O. Box 698 OWOSSO MI 48867,307 North Ball Street Owosso MI 48867,Complete STIR/SHAKEN Implementation
427,2591063.0,Farmers Cooperative Telephone Company,3194767800,332 Main St. PO Box 280 Dysart IA 52224,332 Main St. PO Box 280 Dysart IA 52224,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
428,4929717.0,"BPM, INC.",601-764-3171,851 CR 1519 PO Box 727 Bay Springs MS 39422,851 CR 1519 Bay Springs MS 39422,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
429,21919428.0,"Connexum, LLC",714-397-3270,1122 E. Lincoln Ave. Suite 203 Orange CA 92865,1122 E. Lincoln Ave. Orange CA 92865 California,Complete STIR/SHAKEN Implementation
430,4323028.0,"Onvoy, LLC",217-862-1953,550 W Adams Street Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
431,11610912.0,"Global Data Systems, Inc",3372916535,310 Laser Ln Lafayette LA 70507,310 Laser Ln Lafayette LA 70507,Complete STIR/SHAKEN Implementation
432,3774338.0,"Spring Valley Telephone Company, Inc.",715-778-5698,131 South McKay Avenue PO Box 220 Spring Valley WI 54767,131 South McKay Avenue Spring Valley WI 54767,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
433,13822721.0,"AMA Communications, LLC",8067222247,5550 77 Center Drive Suite 220 Charlotte NC 28217,4630 50th Street Lubbock TX 79414,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
434,6308548.0,Dialog Telecommunications Inc.,8067222247,5550 77 Center Drive Suite 220 Charlotte NC 28217,4630 50th Street Lubbock TX 79414,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
435,3744463.0,"Tri County Telephone Association, Inc.",307-568-3357,1601 S Park Dr Cody WY 82414,1601 S Park Dr Cody WY 82414,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
436,19123587.0,E Street Communications,303-584-0640,96 Inverness Drive East Suite G Englewood CO 80112,96 Inverness Drive East Englewood CO 80112,Complete STIR/SHAKEN Implementation
437,29630969.0,AllClear Connect Inc,727-337-0091,9237 Outrigger Rd  #1414 Port Richey FL 34668,9237 Outrigger Rd  #1414 Port Richey FL 34668,Complete STIR/SHAKEN Implementation
438,3773702.0,Farmers Independent Telephone Company,715-463-5322,139 West Madison Avenue PO Box 447 Grantsburg WI 54840,139 West Madison Avenue Grantsburg WI 54840,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
439,2331262.0,"Blue Valley Tele-Communications, Inc.",785-799-3311,1559 Pony Express Highway Home KS 66438,1559 Pony Express Highway Home KS 66438,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
440,31013220.0,CONSORCIO ECUATORIANO DE TELECOMUNICACIONES S.A. CONECEL,'+593993133171,"Av. Fco. de Orellana y Alberto Borges Guayas  Guayaquil, Ecuador","Av. Fco. de Orellana y Alberto Borges Guayas  Guayaquil, Ecuador",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
441,4935730.0,Beresford  Municipal Telephone Co.,605-763-2500,101 N 3rd Beresford SD 57004,101 N 3rd Beresford SD 57004,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
442,10271377.0,Lafayette City Parish Consolidated Government dba LUS Fiber,3372104546,700 St John Street Suite 300 Lafayette LA 70501,700 St John Street Lafayette LA 70501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
443,1551423.0,Rural Telephone Company,208-366-2614,892 West Madison Avenue Glenns Ferry ID 83623,892 West Madison Avenue Glenns Ferry ID 83623,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
444,3732484.0,Pend Oreille Telephone Company,208-366-2840,892 W. Madison Ave. Glenns Ferry ID 83623,892 W. Madison Ave. Glenns Ferry ID 83623,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
445,4381505.0,Smart City Telecommunications LLC,4078286699,P.O. Box 22555 3100 Bonnet Creek Road Lake Buena Vista FL 32830,P.O. Box 22555 Lake Buena Vista FL 32830,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
446,9965104.0,"Nehalem Telecommunications, Inc.",208-366-2614,892 West Madison Avenue Glenns Ferry ID 83623,892 West Madison Avenue Glenns Ferry ID 83623,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
447,27757293.0,"Smart City Solutions II, LLC",4078286659,P.O. Box 22856 3100 Bonnet Creek Road Lake Buena Vista FL 32830,P.O. Box 22856 Lake Buena Vista FL 32830,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
448,4314316.0,Phillips County Telephone Company,970-854-2201,240 S. Interocean Ave. P.O. Box 387 Holyoke CO 80734,240 S. Interocean Ave. Holyoke CO 80734,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
449,3752730.0,"Irvine Community Television, Inc",6067234240,251 Broadway PO Box 186 Irvine KY 40336,251 Broadway Irvine KY 40336,Complete STIR/SHAKEN Implementation
450,2723336.0,Bloomer Telephone Co,7155684830,1120 15th Ave Bloomer WI 54724,1120 15th Ave Bloomer WI 54724,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
451,25593468.0,iGEM Communications LLC,8722780795,"706 W. Ben White Blvd, #250B Austin TX 78704",706 W Ben White Blvd Austin TX 78704,Complete STIR/SHAKEN Implementation
452,5063458.0,Minford Telephone Company,7408202151,"10717 St Rte 139 Minford OH  45653, P.O. Box 181 Minford OH 45653",10717 St Road 139 Minford OH 45653,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
453,1700947.0,Beggs Telephone Co Inc,9182673636,5th & Choctaw PO Box 749 Beggs OK 74421,109 E 5th PO Box 749 Beggs OK 74421,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
454,26012666.0,"Range, Inc",201-350-7636,919 North Market Street Suite 950 Wilmington DE 19801,919 North Market Street Suite 950 Wilmington DE 19801,Complete STIR/SHAKEN Implementation
455,3766656.0,"TrioTel Communications, Inc.",(605) 425-2238,330 South Nebraska P.O. Box 630 Salem SD 57058,330 S Nebraska St Salem SD 57058-8957,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
456,3745700.0,The Ridgeville Telephone Company,4192675185,S732 County Road 20B Box A Ridgeville Corners OH 43555,S732 County Road 20B Ridgeville Corners OH 43555,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
457,31018898.0,SecureByKnowledge Inc.,'+15146670691,"340-1440 Ste-Catherine W. Quebec H3G 1R8 Montreal, Canada","340-1440 Ste-Catherine W. Quebec H3G 1R8 Montreal, Canada",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
458,30997027.0,YOVU Office Phone,'+12268849049,"517 Consortium Court Ontario N6E2S8 London, Canada","517 Consortium Court Ontario N6E2S8 London, Canada",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
459,22722623.0,"2600hz, Inc.",6505666600,2831 St. Rose Parkway Suite 200 Henderson NV 89052,525 ALMANOR AVE. SUITE 200 SUNNYVALE CA 94085,Complete STIR/SHAKEN Implementation
460,31005895.0,Radiomovil DIPSA S.A de C.V.,'+525552549179,"Lago Zurich 245   Mexico City, Mexico","Lago Zurich 245   Mexico City, Mexico",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
461,17851569.0,"Blue Valley Technologies, Inc.",785-799-3311,1559 Pony Express Highway Home KS 66438,1559 Pony Express Highway Home KS 66438,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
462,31022981.0,Telefonos del Noroeste S.A. de C.V.,'+525552549179,"Lago Zurich 245   Mexico City, Mexico","Lago Zurich 245   Mexico City, Mexico",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
463,4334439.0,Delhi Telephone Company,607-746-1552,107 Main Street PO Box 271 Delhi NY 13753,107 Main Street Delhi NY 13753,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
464,5015607.0,"DTC Cable, Inc.",607-746-1552,107 Main Street P.O. Box 271 Delhi NY 13753,107 Main Street Delhi NY 13753,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
465,3748191.0,"La Motte Telephone Company, Inc.",563-773-2213,400 Pine Street PO Box 8 La Motte IA 52054,400 Pine Street La Motte IA 52054,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
466,1667765.0,"WESTERN NEW MEXICO TELEPHONE COMPANY, INC.",5753882546,314 W Yankie Street PO 3079 Silver City NM 88062,314 W Yankie Street PO 3079 Silver City NM 88062,Complete STIR/SHAKEN Implementation
467,12312963.0,WNM Communications Corporation,5753882546,314 W. Yankie PO Box 3079 Silver City NM 88061,314 W. Yankie PO Box 3079 Silver City NM 88061,Complete STIR/SHAKEN Implementation
468,3739380.0,"Foothills Rural Telephone Coop. Corp., Inc.",6062973501,PO Box 240 Staffordsville KY 41256,PO Box 240 Staffordsville KY 41256,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
469,25995705.0,Proclaim VoIP LLC,2516629620,PO BOX 230368 LAS VEGAS Nevada 89105,2006 Airport Blvd Mobile AL 36606,Complete STIR/SHAKEN Implementation
470,7737950.0,Cellular Services LLC,6062973501,P O Box 240 Staffordsville KY 41256,P O Box 240 Staffordsville KY 41256,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
471,30949689.0,Caztel Communications Inc.,'+14188585546,"CP 425 qc G6E 3B7 ste-marie, Canada","CP 425 qc G6E 3B7 ste-marie, Canada",Complete STIR/SHAKEN Implementation
472,20506788.0,Summit Tech Services,9087393102,18 Dorchester Road Summit NJ 07901,51 Summit Ave. Summit NJ 07901,Complete STIR/SHAKEN Implementation
473,1792696.0,South Central Rural Telecommunications Cooperative Inc.,(270) 678-2111,1399 Happy Valley RD P O Box 159 Glasgow KY 42142,1399 Happy Valley RD Glasgow KY 42141,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
474,6778914.0,"South Central Telcom, LLC",(270) 678-2111,P.O. Box 159 Glasgow KY 42142,P.O. Box 159 Glasgow KY 42142,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
475,7877517.0,"Syringa Networks, LLC",800-454-7214,12301 W Explorer Dr Boise ID 83713,12301 W Explorer Dr Boise ID 83713,Complete STIR/SHAKEN Implementation
476,11583671.0,"Inteliquent, Inc.",217-862-1953,550 W. Adams St. Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
477,31001423.0,Onvoy Communications Limited,'+12178621953,500 W Adams St Ste 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
478,1762582.0,Columbia Power and Water Systems,931-388-4833,201 Pickens Ln PO BOX: 379 Columbia TN 38401,201 Pickens Lane Columbia TN 38401,Complete STIR/SHAKEN Implementation
479,23589765.0,Astro Telecommunications LLC,'+18334627876,"2501 N. Harwood, 20th Floor Suite 2001 Dallas TX 75201","2501 N. Harwood, 20th Floor Dallas TX 75201",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
480,22600332.0,"Vyve Broadband J, LLC",314-972-4967,"4 International Drive, Suite 330 Rye Brook NY 10573","4 International Drive, Suite 330 Rye Brook NY 10573",Complete STIR/SHAKEN Implementation
481,31022072.0,Mesa Proyectos SAS,'+573182409064,"Calle 27 N. 2 Oeste 22 Magdalena 470003 Santa Marta, Colombia",Calle 27 - 2O-22 - Ed. Terramar Of. 1602 Santa Marta Colombia,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
482,3723756.0,Panora Communications Cooperative,641-755-2424,114 East Main St Panora IA 50216,114 East Main St Panora IA 50216,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
483,1951284.0,Randolph Telephone Membership Corp,336-879-7984,317 E Dixie Drive Asheboro NC 27203,317 E Dixie Drive Asheboro NC 27203,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
484,3748266.0,Randolph Telephone Telecommunications Inc.,336-879-7984,317 E Dixie Drive Asheboro NC 27203,317 E Dixie Drive Asheboro NC 27203,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
485,20320347.0,"ANPI Business, LLC",2178621953,550 W Adams Street Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
486,20321576.0,"ANPI, LLC",2178621953,550 W. Adams St. Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
487,24415002.0,"Onvoy Spectrum, LLC",2178621953,550 West Adams Street Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
488,15331689.0,"Voyant Communications, LLC",2178621953,550 W Adams Street Suite 900 Chicago IL 60661,"One North Wacker Drive, Suite 2500 Chicago IL 60606",Complete STIR/SHAKEN Implementation
489,13490644.0,"DoveTel Communications, LLC dba SyncGlobal Telecom",6788211662,1090A Pacific Ave Bremen GA 30110,1090A Pacific Ave Bremen GA 30110,Complete STIR/SHAKEN Implementation
490,2587491.0,"Andrew Telephone Company, Inc.",5637732213,400 Pine St. PO Box 8 LaMotte IA 52054,400 Pine St. LaMotte IA 52054,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
491,3739976.0,"KENNEBEC TELEPHONE COMPANY, INC",605-869-2220,220 S MAIN P.O. Box 158 KENNEBEC SD 57544,220 S MAIN KENNEBEC SD 57544,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
492,1678044.0,"Coleman County Telephone Coop, Inc",3253483124,P.O.Box 608 Santa Anna TX 76878,P.O.Box 608 Santa Anna TX 76878,Complete STIR/SHAKEN Implementation
493,4330908.0,Cascade Communications Company,563-852-3710,106 Taylor Street SE P.O. Box 250 Cascade IA 52033,106 Taylor Street SE Cascade IA 52033,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
494,2589281.0,"Baldwin Nashville Telephone Company, Inc.",563-673-2001,5075 Highway 64 PO Box 50 Baldwin IA 52207,5075 Highway 64 Baldwin IA 52207,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
495,23853898.0,"Merryville Investments, LTD, Inc.",7205445205,"4850 Sugarloaf Pkwy, Box 209-356 Lawrenceville GA 30044","4850 Sugarloaf Pkwy, 209-356 Lawrenceville GA 30044",Complete STIR/SHAKEN Implementation
496,3748068.0,Farmers Mutual Cooperative Telephone Co,6416423249,101 North Main PO Box 38 Moulton IA 52572,"208 S Main St, Ste 1 Moulton IA 52572",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
497,5043195.0,"NetCarrier Telecom, Inc.",2159663382,939 Jefferson Ave Norristown PA 19403,939 Jefferson Ave Norristown PA 19403,Complete STIR/SHAKEN Implementation
498,21731534.0,"PBX Interactive, LLC",7182720206,9602 Glenwood Road #233 Brooklyn NY 11236,9602 Glenwood Road #233 Brooklyn NY 11236,Complete STIR/SHAKEN Implementation
499,18562611.0,"New Lisbon Telephone Co., Inc",7653322413,P.O. Box 38 6369 East Dublin Pike New Lisbon IN 47366,P.O. Box 38 6369 East Dublin Pike New Lisbon IN 47366,Complete STIR/SHAKEN Implementation
500,3708104.0,Lennon Telephone Company,810-621-3301,3095 S. Sheridan Road P.O. Box 329 Lennon MI 48449,3095 S. Sheridan Road P.O. Box 329 Lennon MI 48449,Complete STIR/SHAKEN Implementation
501,7913569.0,"Blueriver Communications, Inc.",8125860228,200 North Main Street Salem IN 47167,200 North Main Street Salem IN 47167,Complete STIR/SHAKEN Implementation
502,13114962.0,Callcentric Inc,2123794038,11 Broadway Suite 1015 New York NY 10004,11 Broadway New York NY 10004,Complete STIR/SHAKEN Implementation
503,3773827.0,Lost Nation-Elwood Telephone Company,563-678-2470,304 Long Avenue PO Box 97 Lost Nation IA 52254,304 Long Avenue Lost Nation IA 52254,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
504,9009069.0,City of San Bruno,6506163106,567 El Camino Real San Bruno CA 94066,398 El Camino Real San Bruno CA 94066,Complete STIR/SHAKEN Implementation
505,3774403.0,"Tri-County Telephone Cooperative, Inc.",715-695-2691,417 5th Avenue North PO Box 578 Strum WI 54770,417 5th Avenue North Strum WI 54770,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
506,1644798.0,Wes Tex Telephone Cooperative Inc,4327563393,1500 W. Business 20 PO Box 280 Stanton TX 79782,PO Box 280 Stanton TX 79782,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
507,3716164.0,"Wes-Tex Telecommunications, Ltd.",4327563393,1500 W Business 20 PO Box 1329 Stanton TX 79782,PO Box 1329 Stanton TX 79782,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
508,1549914.0,Volcano Telephone Company,2092961417,P.O. Box 1070 20000 East Highway 88 Pine Grove CA 95665,P.O. Box 1070 20000 Highway 88 Pine Grove CA 95665 California,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
509,4273850.0,"Alenco Communications, Inc",817-447-0127,427 North Broadway Street P.O. Box 1000 Joshua TX 76058,427 North Broadway Street P.O. Box 1000 Joshua TX 76058,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
510,4273728.0,"Pathway Com-Tel, Inc.",8174842222,po box 1298 427 N. Joshua TX 76058,po box 1298 427 N. Joshua TX 76058,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
511,7649882.0,"R.M.Greene,Inc.",3346640131,2400 Sportsman Dr Phenix City AL 36867,"2400 Sportsman Dr Phenix City AL 36867 Alabama, Russel County",Complete STIR/SHAKEN Implementation
512,1618008.0,"Leaco Rural Telephone Cooperative, Inc.",575-370-5010,220 W. Broadway Hobbs NM 88240,220 W. Broadway Hobbs NM 88240,Complete STIR/SHAKEN Implementation
513,4995429.0,Brandenburg Telephone Company,270-422-2121,200 Telco Drive P.O. Box #599 Brandenburg KY 40108,200 Telco Drive Brandenburg KY 40108,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
514,7556152.0,Brandenburg Telecom LLC,270-422-2121,P.O. Box 599 Brandenburg KY 40108,200 Telco Drive Brandenburg KY 40108,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
515,15798648.0,"IdeaTek Telcom, LLC",6205435003,111 Old Mill Lane Buhler KS 67522,111 Old Mill Lane Buhler KS 67522,Complete STIR/SHAKEN Implementation
516,8358285.0,"Smartcom Telephone, LLC",9562131165,PO Box 3097 McAllen Texas 78502,600 Ash Avenue McAllen TX 78501,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
517,17361031.0,Southern California Telephone Company,951-693-1880,27515 Enterprise Circle W. Temecula CA 92590,27515 Enterprise Circle W. Temecula CA 92590,Complete STIR/SHAKEN Implementation
518,1684166.0,"Big Bend Telephone Company, Inc.",432-364-0200,808 North Fifth Street Alpine TX 79830,808 North Fifth Street Alpine TX 79830,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
519,9633983.0,"Alyrica Networks, Inc.",541-929-3330,526 N. 19th St Philomath OR 97370,526 N. 19th St Philomath OR 97370,Complete STIR/SHAKEN Implementation
520,6875322.0,"Airespring, Inc.",8187381894,600 Cleveland Street Suite 226 Clearwater FL 33755,600 Cleveland Street Suite 226 Clearwater FL 33755,Complete STIR/SHAKEN Implementation
521,21320155.0,NORTHEAST RURAL SERVICES,918-256-9483,P O Box 399 Vinita OK 74301,P O Box 399 Vinita OK 74301,Complete STIR/SHAKEN Implementation
523,31018112.0,Vyke Holding Limited,'+442039061200,"27a, Maxwell Road Middlesex HA6 2XY Northwood, United Kingdom","27a, Maxwell Road Middlesex HA6 2XY Northwood, United Kingdom",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
524,29721511.0,"Conexon Connect, LLC.",202-798-3884,2001 Grand Blvd Ste 700 Kansas City MO 64108,2001 Grand Blvd Ste 700 Kansas City MO 64108,Complete STIR/SHAKEN Implementation
525,31021645.0,Perfect Network LLC,888-218-9543,"8 The Green, Suite # 11535 Dover DE 19901","8 The Green, Suite # 11535 Dover DE 19901",Complete STIR/SHAKEN Implementation
526,6073647.0,"Parker FiberNet, LLC",706-857-4646,10005 Commerce Street PO Box 688 Summerville GA 30747,10005 Commerce Street Summerville GA 30747,Complete STIR/SHAKEN Implementation
527,31029838.0,INFRAESTRUCTURA CELULAR COLOMBIANA S.A ESP,'+573103468660,"Carrera 68A  24B10 Torre 1 BOGOTA, Colombia","Carrera 68A  24B10 Torre 1 BOGOTA, Colombia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
528,4989976.0,TELUS Communications Inc.,'+5872330044,"c/o Legal Services, 510 West Georgia Street British Columbia V6B 0M3 Vancouver, Canada",13 TELUS Len Werry Cmplx 622 I Street SW Calgary T2P 1M6 Alberta,Complete STIR/SHAKEN Implementation
529,22259428.0,TELUS Communications (U.S.) Inc.,'+5872330044,"c/o Legal Services, 510 West Georgia Street British Columbia V6B 0M3 Vancouver, Canada","13 TELUS Len Werry Cmplx 622 I St, SW Calgary T2P 1M6 Alberta",Complete STIR/SHAKEN Implementation
530,31029945.0,Claro Panama S.A,'+5072169797,"Oceania Business Plaza Panama, Panama","Oceania Business Plaza Panama, Panama",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
531,8424194.0,"Access Cable Television, Inc.",606-677-2444,302 Enterprise Drive Somerset KY 42501,302 Enterprise Drive Somerset KY 42501,Complete STIR/SHAKEN Implementation
532,22564553.0,Farmers Mutual Telephone Co - Jesup IA,319-827-1151,541 Young St PO Box 249 Jesup IA 50648,541 Young St PO Box 249 Jesup IA 50648,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
533,26155697.0,Axxess Networks LLC,6104908043,650 Sentry Parkway Suite 1 Blue Bell PA 19422,670 Sentry Parkway W Suite 201 Blue Bell PA 19422,Complete STIR/SHAKEN Implementation
534,5069299.0,United Telephone Company,615-538-7006,120 Taylor Street P. O. Box 38 Chapel Hill TN 37034,120 Taylor Street Chapel Hill TN 37034,Complete STIR/SHAKEN Implementation
